source,target
facebook_1001,facebook_1512
facebook_1001,facebook_1536
facebook_1001,facebook_1542
facebook_1001,facebook_1543
facebook_1001,facebook_1616
facebook_1001,facebook_1673
facebook_1001,facebook_1692
facebook_1001,facebook_1740
facebook_1001,facebook_1767
facebook_1001,facebook_1844
facebook_1002,facebook_1105
facebook_1002,facebook_1208
facebook_1002,facebook_1890
facebook_1003,facebook_1004
facebook_1003,facebook_1054
facebook_1003,facebook_1059
facebook_1003,facebook_1075
facebook_1003,facebook_1076
facebook_1003,facebook_1079
facebook_1003,facebook_1086
facebook_1003,facebook_1112
facebook_1003,facebook_1126
facebook_1003,facebook_1175
facebook_1003,facebook_1184
facebook_1003,facebook_1191
facebook_1003,facebook_1242
facebook_1003,facebook_1250
facebook_1003,facebook_1255
facebook_1003,facebook_1272
facebook_1003,facebook_1293
facebook_1003,facebook_1305
facebook_1003,facebook_1331
facebook_1003,facebook_1339
facebook_1003,facebook_1340
facebook_1003,facebook_1352
facebook_1003,facebook_1367
facebook_1003,facebook_1376
facebook_1003,facebook_1380
facebook_1003,facebook_1390
facebook_1003,facebook_1391
facebook_1003,facebook_1416
facebook_1003,facebook_1420
facebook_1003,facebook_1431
facebook_1003,facebook_1435
facebook_1003,facebook_1480
facebook_1003,facebook_1484
facebook_1003,facebook_1488
facebook_1003,facebook_1513
facebook_1003,facebook_1516
facebook_1003,facebook_1520
facebook_1003,facebook_1523
facebook_1003,facebook_1539
facebook_1003,facebook_1540
facebook_1003,facebook_1557
facebook_1003,facebook_1559
facebook_1003,facebook_1563
facebook_1003,facebook_1589
facebook_1003,facebook_1597
facebook_1003,facebook_1598
facebook_1003,facebook_1600
facebook_1003,facebook_1612
facebook_1003,facebook_1613
facebook_1003,facebook_1614
facebook_1003,facebook_1618
facebook_1003,facebook_1622
facebook_1003,facebook_1623
facebook_1003,facebook_1637
facebook_1003,facebook_1639
facebook_1003,facebook_1641
facebook_1003,facebook_1644
facebook_1003,facebook_1652
facebook_1003,facebook_1653
facebook_1003,facebook_1659
facebook_1003,facebook_1662
facebook_1003,facebook_1663
facebook_1003,facebook_1683
facebook_1003,facebook_1689
facebook_1003,facebook_1707
facebook_1003,facebook_1712
facebook_1003,facebook_1717
facebook_1003,facebook_1721
facebook_1003,facebook_1724
facebook_1003,facebook_1737
facebook_1003,facebook_1741
facebook_1003,facebook_1746
facebook_1003,facebook_1750
facebook_1003,facebook_1752
facebook_1003,facebook_1765
facebook_1003,facebook_1779
facebook_1003,facebook_1789
facebook_1003,facebook_1795
facebook_1003,facebook_1799
facebook_1003,facebook_1800
facebook_1003,facebook_1809
facebook_1003,facebook_1816
facebook_1003,facebook_1819
facebook_1003,facebook_1827
facebook_1003,facebook_1835
facebook_1003,facebook_1843
facebook_1003,facebook_1851
facebook_1003,facebook_1867
facebook_1003,facebook_1877
facebook_1003,facebook_1888
facebook_1004,facebook_1017
facebook_1004,facebook_1059
facebook_1004,facebook_1076
facebook_1004,facebook_1078
facebook_1004,facebook_1079
facebook_1004,facebook_1091
facebook_1004,facebook_1092
facebook_1004,facebook_1101
facebook_1004,facebook_1112
facebook_1004,facebook_1128
facebook_1004,facebook_1146
facebook_1004,facebook_1149
facebook_1004,facebook_1163
facebook_1004,facebook_1181
facebook_1004,facebook_1184
facebook_1004,facebook_1185
facebook_1004,facebook_1198
facebook_1004,facebook_1199
facebook_1004,facebook_1209
facebook_1004,facebook_1211
facebook_1004,facebook_1242
facebook_1004,facebook_1250
facebook_1004,facebook_1267
facebook_1004,facebook_1287
facebook_1004,facebook_1289
facebook_1004,facebook_1290
facebook_1004,facebook_1291
facebook_1004,facebook_1302
facebook_1004,facebook_1330
facebook_1004,facebook_1331
facebook_1004,facebook_1335
facebook_1004,facebook_1339
facebook_1004,facebook_1344
facebook_1004,facebook_1352
facebook_1004,facebook_1367
facebook_1004,facebook_1375
facebook_1004,facebook_1390
facebook_1004,facebook_1391
facebook_1004,facebook_1399
facebook_1004,facebook_1416
facebook_1004,facebook_1420
facebook_1004,facebook_1431
facebook_1004,facebook_1435
facebook_1004,facebook_1437
facebook_1004,facebook_1467
facebook_1004,facebook_1471
facebook_1004,facebook_1480
facebook_1004,facebook_1491
facebook_1004,facebook_1516
facebook_1004,facebook_1522
facebook_1004,facebook_1523
facebook_1004,facebook_1524
facebook_1004,facebook_1532
facebook_1004,facebook_1538
facebook_1004,facebook_1539
facebook_1004,facebook_1547
facebook_1004,facebook_1554
facebook_1004,facebook_1557
facebook_1004,facebook_1559
facebook_1004,facebook_1584
facebook_1004,facebook_1589
facebook_1004,facebook_1597
facebook_1004,facebook_1598
facebook_1004,facebook_1600
facebook_1004,facebook_1603
facebook_1004,facebook_1610
facebook_1004,facebook_1612
facebook_1004,facebook_1617
facebook_1004,facebook_1620
facebook_1004,facebook_1621
facebook_1004,facebook_1622
facebook_1004,facebook_1623
facebook_1004,facebook_1632
facebook_1004,facebook_1643
facebook_1004,facebook_1644
facebook_1004,facebook_1652
facebook_1004,facebook_1653
facebook_1004,facebook_1659
facebook_1004,facebook_1662
facebook_1004,facebook_1663
facebook_1004,facebook_1683
facebook_1004,facebook_1688
facebook_1004,facebook_1689
facebook_1004,facebook_1707
facebook_1004,facebook_1714
facebook_1004,facebook_1717
facebook_1004,facebook_1721
facebook_1004,facebook_1730
facebook_1004,facebook_1735
facebook_1004,facebook_1736
facebook_1004,facebook_1741
facebook_1004,facebook_1746
facebook_1004,facebook_1750
facebook_1004,facebook_1752
facebook_1004,facebook_1757
facebook_1004,facebook_1789
facebook_1004,facebook_1795
facebook_1004,facebook_1796
facebook_1004,facebook_1799
facebook_1004,facebook_1800
facebook_1004,facebook_1804
facebook_1004,facebook_1810
facebook_1004,facebook_1816
facebook_1004,facebook_1819
facebook_1004,facebook_1827
facebook_1004,facebook_1833
facebook_1004,facebook_1835
facebook_1004,facebook_1842
facebook_1004,facebook_1849
facebook_1004,facebook_1867
facebook_1004,facebook_1877
facebook_1004,facebook_1879
facebook_1004,facebook_1886
facebook_1004,facebook_1888
facebook_1005,facebook_1089
facebook_1005,facebook_1213
facebook_1005,facebook_1259
facebook_1005,facebook_1415
facebook_1005,facebook_1469
facebook_1005,facebook_1504
facebook_1005,facebook_1507
facebook_1005,facebook_1624
facebook_1005,facebook_1667
facebook_1005,facebook_1672
facebook_1005,facebook_1725
facebook_1005,facebook_1783
facebook_1006,facebook_1017
facebook_1006,facebook_1024
facebook_1006,facebook_1039
facebook_1006,facebook_1040
facebook_1006,facebook_1059
facebook_1006,facebook_1063
facebook_1006,facebook_1069
facebook_1006,facebook_1078
facebook_1006,facebook_1083
facebook_1006,facebook_1086
facebook_1006,facebook_1091
facebook_1006,facebook_1101
facebook_1006,facebook_1107
facebook_1006,facebook_1123
facebook_1006,facebook_1124
facebook_1006,facebook_1125
facebook_1006,facebook_1126
facebook_1006,facebook_1130
facebook_1006,facebook_1132
facebook_1006,facebook_1153
facebook_1006,facebook_1156
facebook_1006,facebook_1163
facebook_1006,facebook_1172
facebook_1006,facebook_1175
facebook_1006,facebook_1191
facebook_1006,facebook_1199
facebook_1006,facebook_1201
facebook_1006,facebook_1207
facebook_1006,facebook_1211
facebook_1006,facebook_1214
facebook_1006,facebook_1219
facebook_1006,facebook_1222
facebook_1006,facebook_1230
facebook_1006,facebook_1238
facebook_1006,facebook_1242
facebook_1006,facebook_1256
facebook_1006,facebook_1271
facebook_1006,facebook_1285
facebook_1006,facebook_1287
facebook_1006,facebook_1288
facebook_1006,facebook_1289
facebook_1006,facebook_1293
facebook_1006,facebook_1302
facebook_1006,facebook_1331
facebook_1006,facebook_1335
facebook_1006,facebook_1336
facebook_1006,facebook_1341
facebook_1006,facebook_1351
facebook_1006,facebook_1352
facebook_1006,facebook_1361
facebook_1006,facebook_1367
facebook_1006,facebook_1370
facebook_1006,facebook_1376
facebook_1006,facebook_1380
facebook_1006,facebook_1388
facebook_1006,facebook_1390
facebook_1006,facebook_1391
facebook_1006,facebook_1398
facebook_1006,facebook_1399
facebook_1006,facebook_1402
facebook_1006,facebook_1431
facebook_1006,facebook_1437
facebook_1006,facebook_1449
facebook_1006,facebook_1456
facebook_1006,facebook_1471
facebook_1006,facebook_1480
facebook_1006,facebook_1488
facebook_1006,facebook_1516
facebook_1006,facebook_1522
facebook_1006,facebook_1530
facebook_1006,facebook_1542
facebook_1006,facebook_1547
facebook_1006,facebook_1551
facebook_1006,facebook_1556
facebook_1006,facebook_1559
facebook_1006,facebook_1584
facebook_1006,facebook_1598
facebook_1006,facebook_1600
facebook_1006,facebook_1603
facebook_1006,facebook_1604
facebook_1006,facebook_1605
facebook_1006,facebook_1610
facebook_1006,facebook_1612
facebook_1006,facebook_1613
facebook_1006,facebook_1619
facebook_1006,facebook_1621
facebook_1006,facebook_1662
facebook_1006,facebook_1663
facebook_1006,facebook_1665
facebook_1006,facebook_1668
facebook_1006,facebook_1683
facebook_1006,facebook_1702
facebook_1006,facebook_1707
facebook_1006,facebook_1712
facebook_1006,facebook_1714
facebook_1006,facebook_1717
facebook_1006,facebook_1730
facebook_1006,facebook_1736
facebook_1006,facebook_1741
facebook_1006,facebook_1746
facebook_1006,facebook_1768
facebook_1006,facebook_1789
facebook_1006,facebook_1791
facebook_1006,facebook_1793
facebook_1006,facebook_1795
facebook_1006,facebook_1799
facebook_1006,facebook_1800
facebook_1006,facebook_1804
facebook_1006,facebook_1809
facebook_1006,facebook_1810
facebook_1006,facebook_1813
facebook_1006,facebook_1816
facebook_1006,facebook_1821
facebook_1006,facebook_1823
facebook_1006,facebook_1826
facebook_1006,facebook_1827
facebook_1006,facebook_1833
facebook_1006,facebook_1835
facebook_1006,facebook_1839
facebook_1006,facebook_1842
facebook_1006,facebook_1845
facebook_1006,facebook_1849
facebook_1006,facebook_1864
facebook_1006,facebook_1868
facebook_1006,facebook_1874
facebook_1006,facebook_1879
facebook_1006,facebook_1888
facebook_1006,facebook_1898
facebook_1006,facebook_1900
facebook_1006,facebook_1902
facebook_1007,facebook_1021
facebook_1007,facebook_1067
facebook_1007,facebook_1070
facebook_1007,facebook_1104
facebook_1007,facebook_1170
facebook_1007,facebook_1303
facebook_1007,facebook_1393
facebook_1007,facebook_1426
facebook_1007,facebook_1429
facebook_1007,facebook_1531
facebook_1007,facebook_1573
facebook_1007,facebook_1661
facebook_1008,facebook_1073
facebook_1008,facebook_1337
facebook_1008,facebook_1357
facebook_1008,facebook_1505
facebook_1008,facebook_1674
facebook_1008,facebook_1708
facebook_1008,facebook_1911
facebook_1009,facebook_1014
facebook_1009,facebook_1015
facebook_1009,facebook_1021
facebook_1009,facebook_1036
facebook_1009,facebook_1044
facebook_1009,facebook_1060
facebook_1009,facebook_1066
facebook_1009,facebook_1067
facebook_1009,facebook_1082
facebook_1009,facebook_1100
facebook_1009,facebook_1104
facebook_1009,facebook_1148
facebook_1009,facebook_1158
facebook_1009,facebook_1204
facebook_1009,facebook_1227
facebook_1009,facebook_1229
facebook_1009,facebook_1235
facebook_1009,facebook_1257
facebook_1009,facebook_1261
facebook_1009,facebook_1277
facebook_1009,facebook_1284
facebook_1009,facebook_1322
facebook_1009,facebook_1324
facebook_1009,facebook_1345
facebook_1009,facebook_1381
facebook_1009,facebook_1392
facebook_1009,facebook_1404
facebook_1009,facebook_1423
facebook_1009,facebook_1459
facebook_1009,facebook_1475
facebook_1009,facebook_1573
facebook_1009,facebook_1583
facebook_1009,facebook_1592
facebook_1009,facebook_1596
facebook_1009,facebook_1611
facebook_1009,facebook_1628
facebook_1009,facebook_1635
facebook_1009,facebook_1636
facebook_1009,facebook_1655
facebook_1009,facebook_1680
facebook_1009,facebook_1691
facebook_1009,facebook_1716
facebook_1009,facebook_1720
facebook_1009,facebook_1729
facebook_1009,facebook_1786
facebook_1009,facebook_1790
facebook_1009,facebook_1850
facebook_1009,facebook_1857
facebook_1009,facebook_1862
facebook_1009,facebook_1872
facebook_1009,facebook_1893
facebook_1009,facebook_1899
facebook_1009,facebook_1903
facebook_101,facebook_180
facebook_101,facebook_187
facebook_101,facebook_194
facebook_101,facebook_204
facebook_101,facebook_242
facebook_101,facebook_249
facebook_101,facebook_254
facebook_101,facebook_266
facebook_101,facebook_299
facebook_101,facebook_302
facebook_101,facebook_317
facebook_101,facebook_330
facebook_101,facebook_346
facebook_1010,facebook_1035
facebook_1010,facebook_1037
facebook_1010,facebook_1051
facebook_1010,facebook_1070
facebook_1010,facebook_1134
facebook_1010,facebook_1141
facebook_1010,facebook_1159
facebook_1010,facebook_1170
facebook_1010,facebook_1228
facebook_1010,facebook_1275
facebook_1010,facebook_1304
facebook_1010,facebook_1308
facebook_1010,facebook_1366
facebook_1010,facebook_1412
facebook_1010,facebook_1472
facebook_1010,facebook_1496
facebook_1010,facebook_1500
facebook_1010,facebook_1525
facebook_1010,facebook_1529
facebook_1010,facebook_1549
facebook_1010,facebook_1633
facebook_1010,facebook_1640
facebook_1010,facebook_1650
facebook_1010,facebook_1667
facebook_1010,facebook_1703
facebook_1010,facebook_1709
facebook_1010,facebook_1725
facebook_1010,facebook_1770
facebook_1010,facebook_1781
facebook_1010,facebook_1785
facebook_1010,facebook_1828
facebook_1011,facebook_1037
facebook_1011,facebook_1041
facebook_1011,facebook_1052
facebook_1011,facebook_1070
facebook_1011,facebook_1072
facebook_1011,facebook_1109
facebook_1011,facebook_1131
facebook_1011,facebook_1169
facebook_1011,facebook_1189
facebook_1011,facebook_1249
facebook_1011,facebook_1258
facebook_1011,facebook_1259
facebook_1011,facebook_1260
facebook_1011,facebook_1338
facebook_1011,facebook_1348
facebook_1011,facebook_1469
facebook_1011,facebook_1472
facebook_1011,facebook_1482
facebook_1011,facebook_1504
facebook_1011,facebook_1541
facebook_1011,facebook_1624
facebook_1011,facebook_1703
facebook_1011,facebook_1709
facebook_1011,facebook_1748
facebook_1011,facebook_1756
facebook_1011,facebook_1770
facebook_1011,facebook_1815
facebook_1011,facebook_1904
facebook_1012,facebook_1074
facebook_1012,facebook_1075
facebook_1012,facebook_1113
facebook_1012,facebook_1114
facebook_1012,facebook_1155
facebook_1012,facebook_1223
facebook_1012,facebook_1237
facebook_1012,facebook_1318
facebook_1012,facebook_1320
facebook_1012,facebook_1358
facebook_1012,facebook_1400
facebook_1012,facebook_1407
facebook_1012,facebook_1436
facebook_1012,facebook_1616
facebook_1012,facebook_1692
facebook_1012,facebook_1699
facebook_1012,facebook_1770
facebook_1012,facebook_1778
facebook_1012,facebook_1844
facebook_1012,facebook_1881
facebook_1012,facebook_1882
facebook_1012,facebook_1886
facebook_1013,facebook_1035
facebook_1013,facebook_1109
facebook_1013,facebook_1385
facebook_1013,facebook_1465
facebook_1013,facebook_1549
facebook_1013,facebook_1574
facebook_1013,facebook_1713
facebook_1013,facebook_1777
facebook_1014,facebook_1015
facebook_1014,facebook_1018
facebook_1014,facebook_1020
facebook_1014,facebook_1032
facebook_1014,facebook_1036
facebook_1014,facebook_1066
facebook_1014,facebook_1067
facebook_1014,facebook_1099
facebook_1014,facebook_1100
facebook_1014,facebook_1102
facebook_1014,facebook_1104
facebook_1014,facebook_1108
facebook_1014,facebook_1129
facebook_1014,facebook_1158
facebook_1014,facebook_1166
facebook_1014,facebook_1192
facebook_1014,facebook_1204
facebook_1014,facebook_1215
facebook_1014,facebook_1227
facebook_1014,facebook_1231
facebook_1014,facebook_1235
facebook_1014,facebook_1241
facebook_1014,facebook_1245
facebook_1014,facebook_1257
facebook_1014,facebook_1261
facebook_1014,facebook_1273
facebook_1014,facebook_1277
facebook_1014,facebook_1281
facebook_1014,facebook_1282
facebook_1014,facebook_1286
facebook_1014,facebook_1292
facebook_1014,facebook_1303
facebook_1014,facebook_1309
facebook_1014,facebook_1316
facebook_1014,facebook_1322
facebook_1014,facebook_1324
facebook_1014,facebook_1345
facebook_1014,facebook_1347
facebook_1014,facebook_1373
facebook_1014,facebook_1381
facebook_1014,facebook_1382
facebook_1014,facebook_1392
facebook_1014,facebook_1396
facebook_1014,facebook_1406
facebook_1014,facebook_1423
facebook_1014,facebook_1451
facebook_1014,facebook_1454
facebook_1014,facebook_1459
facebook_1014,facebook_1462
facebook_1014,facebook_1473
facebook_1014,facebook_1495
facebook_1014,facebook_1502
facebook_1014,facebook_1508
facebook_1014,facebook_1515
facebook_1014,facebook_1573
facebook_1014,facebook_1582
facebook_1014,facebook_1583
facebook_1014,facebook_1592
facebook_1014,facebook_1595
facebook_1014,facebook_1611
facebook_1014,facebook_1636
facebook_1014,facebook_1638
facebook_1014,facebook_1655
facebook_1014,facebook_1661
facebook_1014,facebook_1706
facebook_1014,facebook_1725
facebook_1014,facebook_1729
facebook_1014,facebook_1732
facebook_1014,facebook_1742
facebook_1014,facebook_1751
facebook_1014,facebook_1783
facebook_1014,facebook_1786
facebook_1014,facebook_1812
facebook_1014,facebook_1820
facebook_1014,facebook_1824
facebook_1014,facebook_1828
facebook_1014,facebook_1848
facebook_1014,facebook_1857
facebook_1014,facebook_1871
facebook_1014,facebook_1872
facebook_1014,facebook_1875
facebook_1014,facebook_1893
facebook_1014,facebook_1894
facebook_1014,facebook_1899
facebook_1014,facebook_1907
facebook_1015,facebook_1021
facebook_1015,facebook_1044
facebook_1015,facebook_1100
facebook_1015,facebook_1104
facebook_1015,facebook_1120
facebook_1015,facebook_1129
facebook_1015,facebook_1192
facebook_1015,facebook_1229
facebook_1015,facebook_1231
facebook_1015,facebook_1235
facebook_1015,facebook_1277
facebook_1015,facebook_1298
facebook_1015,facebook_1315
facebook_1015,facebook_1322
facebook_1015,facebook_1345
facebook_1015,facebook_1423
facebook_1015,facebook_1459
facebook_1015,facebook_1462
facebook_1015,facebook_1479
facebook_1015,facebook_1495
facebook_1015,facebook_1576
facebook_1015,facebook_1583
facebook_1015,facebook_1592
facebook_1015,facebook_1628
facebook_1015,facebook_1636
facebook_1015,facebook_1655
